SchoolID,SchoolName,Nickname,Address1,Address2,City,State,Province,ZipCode,Country,Phone,Phone_ext,Fax,SuperIntendentName,SuperIntendentEmail,Active,CreateDate,ModifyDate
714,MFL MARMAC,,,,MONONA,,,,,563-539-2031,,,,,,,
715,MFL MARMAC 9TH,,,,MONONA,,,,,563-539-2031,,,,,,,
716,MID-PRAIRIE,,,,WELLMAN,,,,,319-646-6091,,,,,,,
717,MIDLAND,,,,WYOMING,,,,,563-488-2292,,,,,,,
718,MISSOURI VALLEY,,,,MISSOURI VALLEY,,,,,712-642-4149,,,,,,,
719,MOC-FLOYD VALLEY,,,,ORANGE CITY,,,,,712-737-4871,,,,,,,
720,MOC-FLOYD VALLEY 9TH,,,,ORANGE CITY,,,,,712-737-4871,,,,,,,
721,MONTEZUMA,,,,MONTEZUMA,,,,,641-595-6060,,,,,,,
722,MONTEZUMA 9TH,,,,MONTEZUMA,,,,,641-595-6060,,,,,,,
723,MONTICELLO,,,,MONTICELLO,,,,,319-465-6597,,,,,,,
724,MONTICELLO 9TH,,,,MONTICELLO,,,,,319-465-6597,,,,,,,
725,MORAVIA,,,,MORAVIA,,,,,641-724-3241,,,,,,,
726,MORMON TRAIL,,,,GARDEN GROVE,,,,,641-443-3425,,,,,,,
727,MOULTON-UDELL,,,,MOULTON,,,,,641-642-8131,,,,,,,
728,MOULTON-UDELL 9TH,,,,MOULTON,,,,,641-642-8131,,,,,,,
729,MOUNT AYR,,,,MOUNT AYR,,,,,641-464-0510,,,,,,,
730,MOUNT PLEASANT,,,,MOUNT PLEASANT,,,,,319-385-7700,,,,,,,
731,MOUNT PLEASANT 9TH,,,,MOUNT PLEASANT,,,,,319-385-7700,,,,,,,
732,MOUNT VERNON,,,,MOUNT VERNON,,,,,319-895-8843,,,,,,,
733,MURRAY,,,,MURRAY,,,,,641-447-2517,,,,,,,
734,NASHUA-PLAINFIELD,,,,NASHUA,,,,,641-435-2633,,,,,,,
735,NEVADA,,,,NEVADA,,,,,515-382-3521,,,,,,,
736,NEVADA 9TH,,,,NEVADA,,,,,515-382-3521,,,,,,,
737,NEW HAMPTON,,,,NEW HAMPTON,,,,,641-394-5065,,,,,,,
738,NEW LONDON,,,,NEW LONDON,,,,,319-367-0500,,,,,,,
739,NEWELL-FONDA,,,,NEWELL,,,,,712-272-3324,,,,,,,
740,NEWELL-FONDA 9TH,,,,NEWELL,,,,,712-272-3324,,,,,,,
741,NEWTON,,,,NEWTON,,,,,641-792-5797,,,,,,,
742,NEWTON 9TH,,,,NEWTON,,,,,641-792-5797,,,,,,,
743,NISHNA VALLEY,,,,HASTINGS,,,,,712-624-8696,,,,,,,
744,NODAWAY VALLEY,,,,GREENFIELD,,,,,641-743-6141,,,,,,,
745,NORA SPRINGS-ROCK FALLS,,,,NORA SPRINGS,,,,,641-749-5301,,,,,,,
746,NORTH CEDAR,,,,STANWOOD,,,,,563-942-3341,,,,,,,
747,NORTH CEDAR 9TH,,,,STANWOOD,,,,,563-942-3341,,,,,,,
748,CENTRAL SPRINGS,,,,MANLY,0,,,,641-454-2208,,,,,FALSE,,
749,NORTH FAYETTE,,,,WEST UNION,,,,,563-422-3852,,,,,,,
750,NORTH FAYETTE 9TH,,,,WEST UNION,,,,,563-422-3852,,,,,,,
751,NORTH IOWA,,,,BUFFALO CENTER,,,,,641-562-2525,,,,,,,
752,NORTH IOWA 9TH,,,,BUFFALO CENTER,,,,,641-562-2525,,,,,,,
753,NORTH SENTRAL KOSSUTH,,,,SWEA CITY,0,,,,515-272-4361,,,,,FALSE,,
754,NORTH MAHASKA,,,,NEW SHARON,,,,,641-637-4187,,,,,,,
755,NORTH POLK,,,,ALLEMAN,,,,,515-685-3528,,,,,,,
756,NORTH SCOTT,,,,ELDRIDGE,,,,,563-285-3201,,,,,,,
757,NORTH TAMA,,,,TRAER,,,,,319-478-2911,,,,,,,
758,NORTH WINNESHIEK,,,,DECORAH,,,,,319-735-5411,,,,,,,
759,NORTH LINN,,,,TROY MILLS,,,,,319-224-3291,,,,,FALSE,,
760,NORTH LINN 9TH,,,,TROY MILLS,,,,,319-224-3291,,,,,FALSE,,
761,NORTHEAST COMMUNITY,,,,GOOSE LAKE,,,,,563-577-2249,,,,,,,
762,NORTHEAST HAMILTON,,,,BLAIRSBURG,,,,,515-325-6234,,,,,,,
763,NORTHWOOD-KENSETT,,,,NORTHWOOD,,,,,641-324-2142,,,,,,,
764,NORWALK,,,,NORWALK,,,,,515-981-4201,,,,,,,
765,ODEBOLT-ARTHUR,,,,ODEBOLT,,,,,712-668-2827,,,,,,,
766,OELWEIN,,,,OELWEIN,,,,,319-283-2731,,,,,,,
767,OGDEN,,,,OGDEN,,,,,515-275-4034,,,,,,,
768,OKOBOJI,,,,MILFORD,,,,,712-338-2446,,,,,,,
769,OKOBOJI 9TH,,,,MILFORD,,,,,712-338-2446,,,,,,,
770,OLIN CONSOLIDATED,,,,OLIN,,,,,319-484-2155,,,,,,,
771,ORIENT-MACKSBURG,,,,ORIENT,,,,,641-337-5061,,,,,,,
772,OSAGE,,,,OSAGE,,,,,641-732-3102,,,,,,,
773,OSAGE 9TH,,,,OSAGE,,,,,641-732-3102,,,,,,,
774,OTTUMWA,,,,OTTUMWA,,,,,641-683-4444,,,,,,,
775,OTTUMWA 9TH,,,,OTTUMWA,,,,,641-683-4444,,,,,,,
776,PANORAMA,,,,PANORA,,,,,641-755-2317,,,,,,,
777,PATON-CHURDAN,,,,CHURDAN,,,,,515-389-3111,,,,,,,
778,PCM,,,,MONROE,,,,,641-259-2315,,,,,,,
779,PEKIN COMMUNITY,,,,PACKWOOD,,,,,319-695-3705,,,,,,,
780,PELLA CHRISTIAN,,,,PELLA,,,,,641-628-4440,,,,,,,
781,PELLA COMMUNITY,,,,PELLA,,,,,641-628-3870,,,,,,,
782,PERRY,,,,PERRY,,,,,515-465-3503,,,,,,,
783,PERRY 9TH,,,,PERRY,,,,,515-465-3503,,,,,,,
784,PLEASANT VALLEY,,,,PLEASANT VALLEY,,,,,563-332-5151,,,,,,,
785,PLEASANTVILLE,,,,PLEASANTVILLE,,,,,515-848-0541,,,,,,,
786,POCAHONTAS AREA,,,,POCAHONTAS,,,,,712-335-4848,,,,,,,
787,POMEROY-PALMER,,,,POMEROY,,,,,712-468-2268,,,,,,,
788,POSTVILLE,,,,POSTVILLE,,,,,563-864-7651,,,,,,,
789,POSTVILLE 9TH,,,,POSTVILLE,,,,,563-864-7651,,,,,,,
790,PRAIRIE VALLEY,,,,GOWRIE,,,,,515-352-3142,,,,,,,
791,PRAIRIE VALLEY 9TH,,,,GOWRIE,,,,,515-352-3142,,,,,,,
792,PRINCE OF PEACE 9TH,,,,CLINTON,,,,,319-242-1663,,,,,,,
793,PRINCE OF PEACE PREP ,,,,CLINTON,,,,,563-242-1663,,,,,,,
794,RED OAK,,,,RED OAK,,,,,712-623-6610,,,,,,,
795,REMSEN ST MARY'S,,,,REMSEN,,,,,712-786-1433,,,,,,,
796,REMSEN-UNION,,,,REMSEN,,,,,712-786-1101,,,,,,,
797,REMSEN-UNION 9TH,,,,REMSEN,,,,,712-786-1101,,,,,,,
798,RICEVILLE,,,,RICEVILLE,,,,,641-985-2288,,,,,,,
799,RICEVILLE 9TH,,,,RICEVILLE,,,,,641-985-2288,,,,,,,
800,RIVER VALLEY,,,,CORRECTIONVILLE,,,,,712-372-4656,,,,,,,
801,RIVER VALLEY 9TH,,,,CORRECTIONVILLE,,,,,712-372-4656,,,,,,,
802,RIVERSIDE,,,,OAKLAND,,,,,712-482-6464,,,,,,,
803,RIVERSIDE 9TH,,,,OAKLAND,,,,,712-482-6464,,,,,,,
804,ROCK VALLEY,,,,ROCK VALLEY,,,,,712-476-2701,,,,,,,
805,ROCK VALLEY 9TH,,,,ROCK VALLEY,,,,,712-476-2701,,,,,,,
806,ROCKFORD,,,,ROCKFORD,,,,,641-756-3813,,,,,,,
807,ROCKFORD 9TH,,,,ROCKFORD,,,,,641-756-3813,,,,,,,
808,ROCKWELL CITY/LYTTON,,,,ROCKWELL CITY,,,,,712-297-8111,,,,,,,
809,ROLAND-STORY,,,,STORY CITY,,,,,515-733-4329,,,,,,,
810,ROLAND-STORY 9TH,,,,STORY CITY,,,,,515-733-4329,,,,,,,
811,RUSSELL,,,,RUSSELL,,,,,641-535-2404,,,,,,,
812,RUTHVEN-AYRSHIRE,,,,RUTHVEN,,,,,712-837-5212,,,,,,,
813,S-C/M-T/R-S,,,,SHEFFIELD,0,,,,641-892-4159,,,,,FALSE,,
814,SAC COMMUNITY,,,,SAC CITY,,,,,712-662-3259,,,,,,,
815,SAINT ANSGAR,,,,SAINT ANSGAR,,,,,641-713-4720,,,,,,,
816,SAYDEL,,,,DES MOINES,,,,,515-262-9325,,,,,,,
817,SCATTERGOOD FRIENDS ACADEMY,,,,WEST BRANCH,,,,,,,,,,,,
818,SCHALLER-CRESTLAND,,,,EARLY,,,,,712-273-5185,,,,,,,
819,SENTRAL COMMUNITY,,,,FENTON,,,,,515-889-2261,,,,,,,
820,SENTRAL COMMUNITY 9TH,,,,FENTON,,,,,515-889-2261,,,,,,,
821,SERGEANT BLUFF-LUTON,,,,SERGEANT BLUFF,,,,,712-943-5561,,,,,,,
822,SEYMOUR,,,,SEYMOUR,,,,,641-898-2291,,,,,,,
823,SEYMOUR 9TH,,,,SEYMOUR,,,,,641-898-2291,,,,,,,
824,SHELDON,,,,SHELDON,,,,,712-324-2501,,,,,,,
825,SHENANDOAH,,,,SHENANDOAH,,,,,712-246-4727,,,,,,,
826,SHENANDOAH 9TH,,,,SHENANDOAH,,,,,712-246-4727,,,,,,,
827,SIBLEY-OCHEYEDAN,,,,SIBLEY,,,,,712-754-3601,,,,,,,
828,SIBLEY-OCHEYEDAN 9TH,,,,SIBLEY,,,,,712-754-3601,,,,,,,
829,SIDNEY,,,,SIDNEY,,,,,712-374-2731,,,,,,,
830,SIGOURNEY,,,,SIGOURNEY,,,,,641-622-2010,,,,,,,
831,SIOUX CENTER,,,,SIOUX CENTER,,,,,712-722-2981,,,,,,,
832,SIOUX CENTER 9TH,,,,SIOUX CENTER,,,,,712-722-2981,,,,,,,
833,SIOUX CENTRAL,,,,SIOUX RAPIDS,,,,,712-283-2571,,,,,,,
834,SIOUX CENTRAL 9TH,,,,SIOUX RAPIDS,,,,,712-283-2571,,,,,,,
835,SIOUX CITY BISHOP HEELAN,,,,SIOUX CITY,,,,,712-252-0573,,,,,,,
836,SIOUX CITY EAST,,,,SIOUX CITY,,,,,712-274-4017,,,,,,,
837,SIOUX CITY NORTH,,,,SIOUX CITY,,,,,712-239-7000,,,,,,,
838,SIOUX CITY WEST,,,,SIOUX CITY,,,,,712-279-6781,,,,,,,
839,SOLON,,,,SOLON,,,,,319-624-3401,,,,,,,
840,SOUTH HAMILTON,,,,JEWELL,,,,,515-827-5418,,,,,,,
841,SOUTH O'BRIEN,,,,PAULLINA,,,,,712-949-3454,,,,,,,
842,SOUTH PAGE,,,,COLLEGE SPRINGS,,,,,712-582-3211,,,,,,,
843,SOUTH TAMA,,,,TAMA,,,,,641-484-5355,,,,,,,
844,SOUTH TAMA 9TH,,,,TAMA,,,,,641-484-4345,,,,,,,
845,SOUTH WINNESHIEK,,,,CALMAR,,,,,319-562-3226,,,,,,,
846,SOUTH WINNESHIEK 9TH,,,,CALMAR,,,,,319-562-3226,,,,,,,
847,SOUTHEAST POLK,,,,RUNNELLS,,,,,515-967-6631,,,,,,,
848,SOUTHEAST POLK 9TH,,,,RUNNELLS,,,,,515-967-2944,,,,,,,
849,SOUTHEAST WARREN,,,,LIBERTY CENTER,,,,,641-466-3331,,,,,,,
850,SOUTHEAST WEBSTER,,,,BURNSIDE,,,,,515-359-2235,,,,,,,
851,SOUTHEAST WEBSTER 9TH,,,,BURNSIDE,,,,,515-359-2235,,,,,,,
852,SOUTH CENTRAL CALHOUN,,,,LAKE CITY,0,,,,712-464-7211,,,,,FALSE,,
853,SPALDING CATHOLIC,,,,GRANVILLE,,,,,712-727-3451,,,,,,,
854,SPALDING CATHOLIC 9TH,,,,GRANVILLE,,,,,712-727-3451,,,,,,,
855,SPENCER,,,,SPENCER,,,,,712-262-1700,,,,,,,
856,SPENCER 9TH,,,,SPENCER,,,,,712-262-1700,,,,,,,
857,SPIRIT LAKE,,,,SPIRIT LAKE,,,,,712-336-3707,,,,,,,
858,SPIRIT LAKE 9TH,,,,SPIRIT LAKE,,,,,712-336-3707,,,,,,,
859,SPRINGVILLE,,,,SPRINGVILLE,,,,,319-854-6196,,,,,,,
860,STANTON,,,,STANTON,,,,,712-829-2162,,,,,,,
861,STANTON 9TH,,,,STANTON,,,,,712-829-2162,,,,,,,
862,STARMONT,,,,ARLINGTON,,,,,563-933-2218,,,,,,,
863,STORM LAKE,,,,STORM LAKE,,,,,712-732-8065,,,,,,,
864,STORM LAKE 9TH,,,,STORM LAKE,,,,,712-732-8065,,,,,,,
865,STORM LAKE ST MARYS,,,,STORM LAKE,,,,,712-732-1856,,,,,,,
866,SUMNER-FREDERICKSBURG,,,,SUMNER,0,,,,563-578-3341,,,,,FALSE,,
867,TERRIL,,,,TERRIL,,,,,712-853-6111,,,,,,,
868,TIPTON,,,,TIPTON,,,,,563-886-6027,,,,,,,
869,TIPTON 9TH,,,,TIPTON,,,,,563-886-6027,,,,,,,
870,TREYNOR,,,,TREYNOR,,,,,712-487-3804,,,,,,,
871,TREYNOR 9TH,,,,TREYNOR,,,,,712-487-3804,,,,,,,
872,TRI-CENTER,,,,NEOLA,,,,,712-485-2257,,,,,,,
873,TRI-CENTER 9TH,,,,NEOLA,,,,,712-485-2257,,,,,,,
874,TRI-COUNTY,,,,THORNBURG,,,,,641-634-2636,,,,,,,
875,TRIPOLI,,,,TRIPOLI,,,,,319-882-4201,,,,,,,
876,TRIPOLI 9TH,,,,TRIPOLI,,,,,319-882-4201,,,,,,,
877,TURKEY VALLEY,,,,JACKSON JUNCTION,,,,,563-776-6011,,,,,,,
878,TWIN CEDARS,,,,BUSSEY,,,,,641-944-5243,,,,,,,
879,TWIN RIVER VALLEY,,,,BODE,,,,,515-379-1526,,,,,,,
880,UNDERWOOD,,,,UNDERWOOD,,,,,712-566-2703,,,,,,,
881,UNDERWOOD 9TH,,,,UNDERWOOD,,,,,712-566-2703,,,,,,,
882,UNION,,,,LA PORTE CITY,,,,,319-342-2001,,,,,,,
883,UNION 9TH,,,,LA PORTE CITY,,,,,319-342-2697,,,,,,,
884,UNITY CHRISTIAN,,,,ORANGE CITY,,,,,712-737-4114,,,,,,,
885,URBANDALE,,,,URBANDALE,,,,,515-457-6800,,,,,,,
886,VALLEY COMMUNITY,,,,ELGIN,IA,,52141,,563-426-5551,,,,,TRUE,,
887,VAN METER,,,,VAN METER,,,,,515-996-2221,,,,,,,
888,VENTURA,,,,VENTURA,,,,,641-829-4484,,,,,,,
889,VILLISCA,,,,VILLISCA,,,,,712-826-2552,,,,,,,
890,VILLISCA 9TH,,,,VILLISCA,,,,,712-826-2552,,,,,,,
891,VINTON-SHELLSBURG,,,,VINTON,,,,,319-436-4728,,,,,,,
892,VINTON-SHELLSBURG 9TH,,,,VINTON,,,,,319-436-4728,,,,,,,
893,WACO,,,,WAYLAND,,,,,319-256-6200,,,,,,,
894,WALL LAKE VIEW AUBURN,,,,LAKE VIEW,,,,,712-664-5001,,,,,,,
895,WALL LAKE VIEW AUBURN 9TH,,,,LAKE VIEW,,,,,712-664-5001,,,,,,,
896,WALNUT,,,,WALNUT,,,,,712-784-3615,,,,,,,
897,WAPELLO,,,,WAPELLO,,,,,319-523-3241,,,,,,,
898,WAPSIE VALLEY,,,,FAIRBANK,,,,,319-638-6711,,,,,,,
899,WASHINGTON,,,,WASHINGTON,,,,,319-653-2143,,,,,,,
900,WASHINGTON 9TH,,,,WASHINGTON,,,,,319-653-2143,,,,,,,
901,WATERLOO COLUMBUS,,,,WATERLOO,,,,,319-233-3358,,,,,,,
902,WATERLOO COLUMBUS 9TH,,,,WATERLOO,,,,,319-233-3358,,,,,,,
903,WATERLOO EAST,,,,WATERLOO,,,,,319-433-2400,,,,,,,
904,WATERLOO WALNUT RIDGE,,,,WATERLOO,,,,,319-235-9309,,,,,,,
905,WATERLOO WEST,,,,WATERLOO,,,,,319-291-4885,,,,,,,
906,WAUKEE,,,,WAUKEE,,,,,515-987-5163,,,,,,,
907,WAUKEE 9TH,,,,WAUKEE,,,,,515-987-5163,,,,,,,
908,WAUKON,,,,WAUKON,,,,,563-568-3466,,,,,,,
909,WAUKON 9TH,,,,WAUKON,,,,,563-568-3466,,,,,,,
910,WAVERLY-SHELL ROCK,,,,WAVERLY,,,,,319-352-2087,,,,,,,
911,WAVERLY-SHELL ROCK 9TH,,,,WAVERLY,,,,,319-352-2087,,,,,,,
912,WEBSTER CITY,,,,WEBSTER CITY,,,,,515-832-9210,,,,,,,
913,WEST BEND-MALLARD,,,,WEST BEND,,,,,515-887-7831,,,,,,,
914,WEST BRANCH,,,,WEST BRANCH,,,,,319-643-7216,,,,,,,
915,WEST BURLINGTON ARNOLD,,,,WEST BURLINGTON,,,,,319-754-6567,,,,,,,
916,WEST CENTRAL VALLEY,,,,STUART,,,,,515-523-1313,,,,,,,
917,WEST DELAWARE,,,,MANCHESTER,,,,,563-927-5002,,,,,,,
918,WEST DELAWARE 9TH,,,,MANCHESTER,,,,,563-927-5002,,,,,,,
919,WEST DES MOINES VALLEY,,,,WEST DES MOINES,,,,,515-633-4104,,,,,,,
920,WEST DES MOINES VALLEY SOUTHWOODS,,,,WEST DES MOINES,,,,,515-267-6955,,,,,,,
921,WEST HANCOCK,,,,BRITT,,,,,641-843-3863,,,,,,,
922,WEST HANCOCK 9TH,,,,BRITT,,,,,641-843-3863,,,,,,,
923,WEST HARRISON,,,,MONDAMIN,,,,,712-646-2231,,,,,,,
924,WEST HARRISON 9TH,,,,MONDAMIN,,,,,712-646-2231,,,,,,,
925,WEST LIBERTY,,,,WEST LIBERTY,,,,,319-627-2115,,,,,,,
926,WEST LYON,,,,INWOOD,,,,,712-753-2377,,,,,,,
927,WEST MARSHALL,,,,STATE CENTER,,,,,641-483-2136,,,,,,,
928,WEST MONONA,,,,ONAWA,,,,,712-423-1887,,,,,,,
929,WEST MONONA 9TH,,,,ONAWA,,,,,712-423-1887,,,,,,,
930,WEST POINT MARQUETTE,,,,WEST POINT,,,,,319-837-6131,,,,,,,
931,WEST SIOUX ,,,,HAWARDEN,,,,,712-551-1181,,,,,,,
932,WESTERN CHRISTIAN,,,,HULL,,,,,712-439-1013,,,,,,,
933,WESTERN DUBUQUE,,,,EPWORTH,,,,,563-876-3442,,,,,,,
934,WESTERN DUBUQUE 9TH,,,,EPWORTH,,,,,319-876-3713,,,,,,,
935,WESTWOOD,,,,SLOAN,,,,,712-428-3303,,,,,,,
936,WHITING,,,,WHITING,,,,,712-455-2468,,,,,,,
937,WILLIAMSBURG,,,,WILLIAMSBURG,,,,,319-668-1050,,,,,,,
938,WILTON,,,,WILTON,,,,,563-732-2035,,,,,,,
939,WINFIELD-MT UNION,,,,WINFIELD,,,,,319-257-7701,,,,,,,
940,WINTERSET,,,,WINTERSET,,,,,515-462-3320,,,,,,,
941,WINTERSET 9TH,,,,WINTERSET,,,,,515-462-3320,,,,,,,
942,WODEN-CRYSTAL LAKE-TITONKA,,,,CRYSTAL LAKE,,,,,641-565-3211,,,,,,,
943,WODEN-CRYSTAL LAKE-TITONKA 9TH,,,,CRYSTAL LAKE,,,,,641-565-3211,,,,,,,
944,WOODBINE COMMUNITY,,,,WOODBINE,,,,,712-647-2227,,,,,,,
945,WOODBURY CENTRAL,,,,MOVILLE,,,,,712-873-3128,,,,,,,
946,WOODWARD-GRANGER,,,,WOODWARD,,,,,515-438-2115,,,,,,,
947,COUNCIL BLUFFS ABRAHAM LINCOLN 9TH,,,,COUNCIL BLUFFS,IA,,,,712-439-2925,,,,,TRUE,,
948,FAIRFIELD 9TH,,,,FAIRFIELD,IA,,52556-2996,,,,,,,TRUE,,
949,MUSCATINE ,,,,MUSCATINE ,IA,,52761-2499,,,,,,,TRUE,,
950,WILLIAMSBURG 9TH,,,,WILLIAMSBURG,IA,,52361-0120,,,,,,,TRUE,,
951,A_KHALL School,,,,,0,,,,,,,,,TRUE,,
952,Test Dec. School,,,,West Des Moines,IA,,,,,,,,,TRUE,,
953,OELWEIN 9TH,,,,,0,,,,,,,,,TRUE,,
954,ALGONA 9TH HIGH SCHOOL,,,,ALGONA,IA,,,,,,,,,TRUE,,
955,WEST BEND-MALLARD 9TH,,"PO BOX 247
",,WEST BEND,IA,,50597,,515-887-7831,,,,,TRUE,,
956,SDHA956,,,,,SD,,,,,,,,,TRUE,,
957,Audubon 9th,,800 3rd Ave,,AUDUBON,IA,,50025,,,,,,,TRUE,,
958,HARLAN 9TH,,2102 DURANT ST,,HARLAN,IA,,51537-1221,,712-753-3101,,,,,TRUE,,
959,MESKWAKI SETTLEMENT,,1610 305TH ST,,TAMA,IA,,52339-9629,,641-484-4990,,,,,TRUE,,
960,RIDGE VIEW 9TH,,519 East Maple St,,Holstein,IA,,,,712-368-2641,,,,,TRUE,,
961,VENTURA 9TH,,PO BOX 18,,VENTURA,IA,,50482-0018,,641-829-4484,,,,,TRUE,,
962,WALNUT CREEK CAMPUS,,815 EIGHTH ST,,WEST DES MOINES,IA,,50265,,515-633-6400,,,,,TRUE,,
963,BURLINGTON 9TH,,,,,0,,,,,,,,,TRUE,,
964,MASON CITY 9TH,,,,,0,,,,,,,,,TRUE,,
965,RED OAK 9TH,,,,RED OAK,0,,,,,,,,,TRUE,,
966,EAST MILLS,,1505 E 15th St,,Malvern,IA,,51551,,712-624-8645,,712-624-8124,,,TRUE,,
968,EAST MILLS 9TH,,1505 E 5TH ST,,MALVERN,IA,,51551,,712-624-8645,,,,,TRUE,,
969,LINN-MAR 9th,,,,Marion,IA,,,,,,,,,TRUE,,
970,East Sac ,,"801 Jackson
",,Lake View,IA,,51450-0110,,,,,,,TRUE,,
971,East Sac 9th,,"801 Jackson St
",,Lake View,IA,,51450-0110,,,,,,,TRUE,,
972,Spindusty 9th grade,,,,,IA,,,,,,,,,TRUE,,
973,South Hamilton 9th,,,,Jewell,IA,,,,,,,,,TRUE,,
974,Mount Vernon 9th,,,,MOUNT VERNON,IA,,,,,,,,,TRUE,,
975,Pekin 9th,,,,PACKWOOD,IA,,,,,,,,,TRUE,,
976,PELLA 9th,,,,Pella,IA,,,,,,,,,TRUE,,
977,Dubuque Senior 9th,,,,DUBUQUE,IA,,,,,,,,,TRUE,,
978,CAMANCHE 9TH,,,,Camanche,0,,,,,,,,,TRUE,,
979,Woodbury Central 9th,,,,Sioux City,0,,,,,,,,,TRUE,,
980,WATERLOO WEST 9TH,,,,,0,,,,,,,,,TRUE,,
981,SHELDON 9TH,,,,,0,,,,,,,,,TRUE,,
982,BELLEVUE MARQUETTE 9TH,,,,BELLEVUE,IA,,,,,,,,,TRUE,,
983,A-H-S-T-W 9TH,,,,AVOCA,IA,,,,,,,,,TRUE,,
984,NORWALK 9TH,,,,NORWALK,0,,,,,,,,,TRUE,,
985,CRESTWOOD 9TH,,,,,0,,,,,,,,,TRUE,,
986,IOWA FALLS 9TH,,,,,0,,,,,,,,,TRUE,,
987,BURLINGTON ND 9TH,,,,,0,,,,,,,,,TRUE,,
988,PLEASANTVILLE 9TH,,,,PLEASANTVILLE,0,,,,,,,,,TRUE,,
989,OSKALOOSA,,,,Oskaloosa,0,,,,,,,,,TRUE,,
990,LE MARS 9TH,,,,LE MARS,IA,,,,,,,,,TRUE,,
991,Tri-County 9th High School,,,,THORNBURG,IA,,,,,,,,,TRUE,,
992,CEDAR RAPIDS WASHINGTON 9,,,,,IA,,,,,,,,,TRUE,,
993,WEST FORK,,,,SHEFFIELD,IA,,50475,,,,,,,TRUE,,
994,VAN BUREN HIGH SCHOOL,,405 4TH ST,,KEOSAUQUA,IA,,52565,,,,,,,TRUE,,
995,MORAVIA 9TH,,,,MORAVIA,IA,,,,,,,,,TRUE,,
996,ANKENY CHRISTIAN ACADEMY,,,,,IA,,,,515-965-8114,,,,,TRUE,,
997,DES MOINES EAST 9TH,,,,,IA,,,,,,,,,TRUE,,
998,CLEAR LAKE 9TH,,,,,IA,,,,,,,,,TRUE,,
999,ADAIR-CASEY 9TH,,,,,IA,,,,,,,,,TRUE,,
1000,Valley Lutheran High School,,"4520 Rownd St

",,Cedar Falls,IA,,50613,,319-266-4565,,,,,TRUE,,
1001,Carroll 9th,,,,,IA,,,,,,,,,TRUE,,
1002,ROCKWELL CITY-LYTTON 9TH,,,,,IA,,,,,,,,,TRUE,,
1003,"DES MOINES CHRISTIAN SCHOOL
",,,13007 DOPUGLAS PKWY #300,URBANDALE,IA,,50323,,515-252-2490,,515-251-6972,,,TRUE,,
1004,ALBIA 9TH,,,,ALBIA,IA,,,,,,,,,TRUE,,
1005,TWIN RIVER VALLEY 9TH,,,,,0,,,,,,,,,TRUE,,
1006,NORTH SCOTT 9TH,,,,,IA,,,,,,,,,TRUE,,
1007,STORM LAKE ST MARYS 9TH,,,,,0,,,,,,,,,TRUE,,
1008,SOUTH HARDIN 9TH,,,,,0,,,,,,,,,TRUE,,
1009,DALLAS CENTER-GRIMES 9TH,,,,GRIMES,0,,,,,,,,,TRUE,,
1010,Sioux City East 9th,,,,Sioux City,IA,,,,,,,,,TRUE,,
1011,North Polk 9th,,,,ALLEMAN,IA,,,,,,,,,TRUE,,
1012,CEDAR RAPIDS XAVIER 9TH,,,,CEDAR RAPIDS,IA,,,,,,,,,TRUE,,
1013,DENVER 9TH,,,,,IA,,,,,,,,,TRUE,,
1014,CEDAR RAPIDS KENNEDY 9TH,,,,CEDAR RAPIDS,IA,,,,,,,,,TRUE,,
1015,Wayne Community,,"102 N DeKalb
",,Corydon,IA,,50060,,641-872-2184,,,,,TRUE,,
1016,Nishnabotna High School,,,,Farragut,IA,,,,,,,,,TRUE,,
1017,Cedar Valley Christian High School,,,,cedar Rapids,0,,,,,,,,,TRUE,,
1018,CEDAR RAPIDS METRO,,,,CEDAR RAPIDS,0,,,,,,,,,TRUE,,
1019,SOUTH CENTRAL CALHOUN 9TH,,,,LAKE CITY,IA,,,,,,,,,TRUE,,
1020,WATERLOO CHRISTIAN HIGH SCHOOL,,1307 W RIDGEWAY AVE,,WATERLOO,IA,,50701,,319-235-9309,,,,,TRUE,,
1021,EASTON VALLEY,,321 W SCHOOL ST,,PRESTON,IA,,52069,,563-689-4221,,,,,TRUE,,
1022,CENTRAL CITY 9TH,,,,,IA,,,,,,,,,TRUE,,
1023,IOWA VALLEY 9TH,,359 E HILTON ST,,MARENGO,IA,,52301-1620,,,,,,,TRUE,,
1024,DES MOINES CHARTER,,,,,IA,,,,,,,,,TRUE,,
1025,ANKENY CENTENNIAL,,,,ANKENY,IA,,,,,,,,,TRUE,,
1026,ANKENY CENTENNIAL 9TH,,,,ANKENY,IA,,,,,,,,,TRUE,,
1027,NORTH BUTLER 9TH,,,,,IA,,,,,,,,,TRUE,,
1028,WESTERN CHRISTIAN 9,,,,,0,,,,,,,,,TRUE,,
1029,MELCHER-DALLAS 9TH,,,,,IA,,,,,,,,,TRUE,,
1030,Baxter High School,,,,Baxter,IA,,,,,,,,,TRUE,,
1031,NORTH MAHASKA 9TH,,,,,IA,,,,,,,,,TRUE,,
1032,GREENE COUNTY,,,,,IA,,,,,,,,,TRUE,,
1033,BCLUW 9TH,,,,,0,,,,,,,,,TRUE,,
1034,Southwest Valley High School,,904 8th Street,,Corning,IA,,50841,,641-322-4245,,,,,TRUE,,
1035,BAXTER 9TH,,PO BOX 189,,BAXTER,IA,,50028-0189,,,,,,,TRUE,,
